student_id,week,assignment_submitted,submission_delay_days,short_text_submission
S2029,16,yes,2.0,I reviewed the readings and completed the analysis..
S2030,1,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2030,2,yes,1.0,I enjoyed exploring the different perspectives on this topic..
S2030,3,yes,0.0,The examples in class really helped me understand the concepts better..
S2030,4,yes,0.0,The examples in class really helped me understand the concepts better..
S2030,5,yes,2.0,I tried to apply the methods we discussed in class..
S2030,6,yes,1.0,I followed the instructions and addressed all the requirements..
S2030,7,yes,0.0,I think I understand the main concepts from this exercise..
S2030,8,yes,2.0,I reviewed the readings and completed the analysis..
S2030,9,yes,2.0,I completed the assignment based on the course materials..
S2030,10,no,,
S2030,11,yes,2.0,I submitted the work..
S2030,12,yes,2.0,I turned in the assignment..
S2030,13,yes,2.0,I did the assignment as required..
S2030,14,yes,3.0,I completed what was asked for..
S2030,15,no,,
S2030,16,yes,3.0,I submitted the work..
S2031,1,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2031,2,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2031,3,yes,0.0,I found this topic interesting and learned a lot from the research. I found the connections to previous material particularly helpful..
S2031,4,no,,
S2031,5,yes,0.0,The examples in class really helped me understand the concepts better..
S2031,6,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2031,7,yes,0.0,This connects well with what we studied in previous weeks. I found the connections to previous material particularly helpful..
S2031,8,yes,1.0,This connects well with what we studied in previous weeks. I found the connections to previous material particularly helpful..
S2031,9,yes,1.0,I found this topic interesting and learned a lot from the research..
S2031,10,yes,3.0,The examples in class really helped me understand the concepts better. I found the connections to previous material particularly helpful..
S2031,11,yes,2.0,I applied what we learned to a real-world situation in my analysis..
S2031,12,yes,0.0,I found this topic interesting and learned a lot from the research..
S2031,13,yes,1.0,I applied what we learned to a real-world situation in my analysis..
S2031,14,yes,0.0,This connects well with what we studied in previous weeks..
S2031,15,yes,1.0,The examples in class really helped me understand the concepts better. I found the connections to previous material particularly helpful..
S2031,16,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2032,1,yes,2.0,I think I understand the main concepts from this exercise..
S2032,2,yes,1.0,I reviewed the readings and completed the analysis..
S2032,3,yes,0.0,I completed the assignment based on the course materials..
S2032,4,no,,
S2032,5,yes,0.0,I tried to apply the methods we discussed in class..
S2032,6,yes,1.0,I think I understand the main concepts from this exercise..
S2032,7,yes,1.0,I think I understand the main concepts from this exercise..
S2032,8,yes,1.0,I completed the assignment based on the course materials..
S2032,9,yes,1.0,I reviewed the readings and completed the analysis..
S2032,10,yes,1.0,I think I understand the main concepts from this exercise..
S2032,11,yes,0.0,I completed the assignment based on the course materials..
S2032,12,yes,2.0,I tried to apply the methods we discussed in class..
S2032,13,yes,1.0,I tried to apply the methods we discussed in class..
S2032,14,yes,2.0,I tried to apply the methods we discussed in class..
S2032,15,yes,0.0,I completed the assignment based on the course materials..
S2032,16,yes,1.0,I reviewed the readings and completed the analysis..
S2033,1,yes,0.0,This connects well with what we studied in previous weeks..
S2033,2,yes,0.0,I found this topic interesting and learned a lot from the research..
S2033,3,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2033,4,yes,2.0,This connects well with what we studied in previous weeks..
S2033,5,yes,0.0,I found this topic interesting and learned a lot from the research..
S2033,6,yes,0.0,I found this topic interesting and learned a lot from the research..
S2033,7,yes,1.0,This connects well with what we studied in previous weeks..
S2033,8,yes,2.0,I completed the assignment based on the course materials..
S2033,9,yes,0.0,This connects well with what we studied in previous weeks..
S2033,10,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2033,11,yes,1.0,I enjoyed exploring the different perspectives on this topic..
S2033,12,yes,1.0,The examples in class really helped me understand the concepts better..
S2033,13,yes,1.0,I applied what we learned to a real-world situation in my analysis..
S2033,14,yes,0.0,I found this topic interesting and learned a lot from the research..
S2033,15,yes,0.0,This connects well with what we studied in previous weeks..
S2033,16,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2034,1,yes,2.0,I enjoyed exploring the different perspectives on this topic. I found the connections to previous material particularly helpful..
S2034,2,no,,
S2034,3,yes,1.0,I enjoyed exploring the different perspectives on this topic. I found the connections to previous material particularly helpful..
S2034,4,yes,0.0,I think I understand the main concepts from this exercise. I found the connections to previous material particularly helpful..
S2034,5,yes,0.0,I reviewed the readings and completed the analysis..
S2034,6,yes,1.0,I think I understand the main concepts from this exercise..
S2034,7,yes,2.0,I enjoyed exploring the different perspectives on this topic. I found the connections to previous material particularly helpful..
S2034,8,no,,
S2034,9,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2034,10,yes,1.0,I reviewed the readings and completed the analysis..
S2034,11,yes,1.0,I tried to apply the methods we discussed in class..
S2034,12,yes,0.0,I think I understand the main concepts from this exercise..
S2034,13,no,,
S2034,14,yes,1.0,I followed the instructions and addressed all the requirements..
S2034,15,yes,2.0,I think I understand the main concepts from this exercise..
S2034,16,yes,1.0,I reviewed the readings and completed the analysis. I found the connections to previous material particularly helpful..
S2035,1,no,,
S2035,2,yes,2.0,I applied what we learned to a real-world situation in my analysis..
S2035,3,yes,1.0,I applied what we learned to a real-world situation in my analysis..
S2035,4,yes,0.0,I found this topic interesting and learned a lot from the research..
S2035,5,yes,2.0,I reviewed the readings and completed the analysis..
S2035,6,yes,0.0,I reviewed the readings and completed the analysis..
S2035,7,no,,
S2035,8,yes,0.0,I completed the assignment based on the course materials..
S2035,9,no,,
S2035,10,no,,
S2035,11,yes,1.0,I followed the guidelines..
S2035,12,no,,
S2035,13,no,,
S2035,14,no,,
S2035,15,no,,
S2035,16,no,,
S2036,1,no,,
S2036,2,no,,
S2036,3,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2036,4,yes,0.0,I found this topic interesting and learned a lot from the research..
S2036,5,yes,2.0,I reviewed the readings and completed the analysis..
S2036,6,no,,
S2036,7,no,,
S2036,8,yes,0.0,This connects well with what we studied in previous weeks..
S2036,9,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2036,10,yes,1.0,I found this topic interesting and learned a lot from the research..
S2036,11,yes,0.0,The examples in class really helped me understand the concepts better..
S2036,12,yes,2.0,I applied what we learned to a real-world situation in my analysis..
S2036,13,yes,0.0,The examples in class really helped me understand the concepts better..
S2036,14,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2036,15,yes,1.0,I found this topic interesting and learned a lot from the research..
S2036,16,no,,
S2037,1,no,,
S2037,2,yes,0.0,This connects well with what we studied in previous weeks..
S2037,3,no,,
S2037,4,yes,0.0,This connects well with what we studied in previous weeks..
S2037,5,yes,1.0,I applied what we learned to a real-world situation in my analysis..
S2037,6,yes,1.0,This connects well with what we studied in previous weeks..
S2037,7,yes,1.0,The examples in class really helped me understand the concepts better..
S2037,8,no,,
S2037,9,yes,2.0,The examples in class really helped me understand the concepts better..
S2037,10,yes,2.0,This connects well with what we studied in previous weeks..
S2037,11,yes,0.0,I found this topic interesting and learned a lot from the research..
S2037,12,yes,1.0,The examples in class really helped me understand the concepts better..
S2037,13,yes,0.0,I found this topic interesting and learned a lot from the research..
S2037,14,yes,0.0,The examples in class really helped me understand the concepts better..
S2037,15,yes,1.0,I enjoyed exploring the different perspectives on this topic..
S2037,16,yes,1.0,I found this topic interesting and learned a lot from the research..
S2038,1,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2038,2,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2038,3,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2038,4,yes,1.0,I think I understand the main concepts from this exercise..
